Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
150-CW-33824-1LC,CML 2,CML: Reducing Tee,150,1LC,XS,150XS,,26/06/2015,15.6,13.5,13.2,12.8,12.8,RADIAL
100-WF-71827-01F01,CML-32,CML: Elbow,100,01F01,80,10080,,1/03/2016,9.7,10.7,12.6,11.6,9.7,RADIAL
50-WF-71954-01F01,CML-7,CML: Elbow,40,1CG,160,40160,,18/01/2016,9,9.8,11.1,8.2,8.2,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,50,1CG,80,5080,Spool Removed From Service,26/08/2015,2.8,2.8,5.1,4.7,2.8,RADIAL
100-CW-33854-1LC,CML 1,CML: Reducing Tee,100,1LC,XS,100XS,,24/06/2015,8.5,8.1,10.4,10.4,8.1,RADIAL
300-WF-71880-01F01,CML-2,CML: Fitting,300,1CG,80,30080,,14/02/2016,17.2,16.6,19.4,17.3,16.6,RADIAL
350-WF-71815-01F01,CML -3,CML: Elbow,125,1LC,XS,125XS,,18/06/2015,8.9,8.1,10.9,8.7,8.1,RADIAL
350-WF-71815-01F01,CML-248,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,19.5,20.8,20.4,22.4,19.5,RADIAL
350-WF-71815-01F01,CML-248,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,19.5,20.8,20.4,22.4,19.5,RADIAL
50-WF-71918-01F01,CML-2,CML: Elbow,40,1CG,160,40160,,31/12/2015,10.1,8.8,7.3,9.5,7.3,RADIAL
250-DC-57803-1CS,CML-2,CML: Elbow,250,1LC,XS,250XS,,7/05/2016,15.4,15.6,13.3,16,13.3,RADIAL
150-CW-33846-1LC,CML-4,CML: Elbow,100,1CG,40,10040,,25/02/2016,10.9,8.6,10.9,11.2,8.6,RADIAL
350-WF-71815-01F01,CML-236,CML: Elbow,400,1CG,80,40080,,11/02/2016,22.2,21.1,20,19.5,19.5,RADIAL
200-WF-71821-1CG,CML-2,CML: Elbow,300,1CG,80,30080,,23/02/2016,19.8,20.4,17.6,19.4,17.6,RADIAL
100-DH-56508-1CS,CML -8,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,6.5,8.2,8.6,8.3,6.5,RADIAL
80-WS-50812-1LC,CML -1,CML: Elbow,500,1LC,XS,500XS,,11/06/2015,11.7,10.8,10,12.8,10,RADIAL
350-WF-71815-01F01,CML-236,CML: Elbow,400,1CG,80,40080,,11/02/2016,22.2,21.1,20,19.5,19.5,RADIAL
350-WF-71815-01F01,CML-117,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.5,17.1,19.5,19.5,17.1,RADIAL
350-WF-71815-01F01,CML-117,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.5,17.1,19.5,19.5,17.1,RADIAL
50-WF-71953-01F01,CML-5,CML: Elbow,40,1CG,160,40160,,18/01/2016,11.8,10.3,8.9,10,8.9,RADIAL
350-WF-71815-01F01,CML-25,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.1,7.7,8.4,8.8,6.1,RADIAL
550-OC-33802-1LC,CML-2,CML: Equal Tee,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,20.9,18.7,18.3,18.6,18.3,RADIAL
350-WF-71815-01F01,CML-84,CML: Elbow,350,1CG,80,35080,,11/02/2016,6.6,8.4,7.6,9.4,6.6,RADIAL
350-WF-71815-01F01,CML-84,CML: Elbow,350,1CG,80,35080,,11/02/2016,6.6,8.4,7.6,9.4,6.6,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,50,1CG,80,5080,,30/08/2015,3,5.6,5.1,5.3,3,RADIAL
100-WS-50826-1CG,CML-1,CML: Equal Tee,100,1CG,80,10080,,8/06/2015,11.6,9.6,11.8,9.7,9.6,RADIAL
300-WF-71816-01F01,CML-17,CML: Elbow,300,01F01,80,30080,,15/02/2016,20.4,19.4,20.2,17.8,17.8,RADIAL
350-WF-71815-01F01,CML-7,CML: Fitting,65,01F01,80,6580,,16/02/2016,4.5,6,6.5,7.3,4.5,RADIAL
200-OC-33805-1CS,CML-3,CML: Equal Tee,200,1CS,XS,200XS,,6/10/2015,17.6,20.1,20.1,19.4,17.6,RADIAL
250-WF-71813-01F01,CML-2,CML: Reducing Tee,250,01F01,80,25080,,22/02/2016,21.7,23,20.5,22.9,20.5,RADIAL
150-WS-50825-1CG,CML -4,CML: Elbow,200,,80,20080,,10/06/2015,11.1,8.6,9.8,11,8.6,RADIAL
350-WF-71815-01F01,CML -10,CML: Elbow,150,1CS,XS,150XS,,15/06/2015,8.9,9.4,11.6,9.8,8.9,RADIAL
350-WF-71815-01F01,CML -10,CML: Elbow,150,1CS,XS,150XS,,15/06/2015,8.9,9.4,11.6,9.8,8.9,RADIAL
350-WF-71815-01F01,CML 3,CML: Reducing Tee,50,1CS,,50,No isometric drawing for this line,8/08/2015,5.4,7.8,7.4,7.9,5.4,RADIAL
200-OC-33801-1CS,CML-6,CML: Elbow,200,1CS,XS,200XS,,12/09/2015,12.1,11.6,13.3,14.2,11.6,RADIAL
150-CW-33847-1LC,CML -8,CML: Reducer,200,,80,20080,,10/06/2015,11,12.8,12.7,10.5,10.5,RADIAL
250-CW-33828-1LC,CML 18,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,16.7,16.1,14.2,14.7,14.2,RADIAL
100-WF-71941-01F01,CML-2,CML: Elbow,100,1CG,80,10080,,18/01/2016,11,10.4,12.1,9.3,9.3,RADIAL
350-WF-71815-01F01,CML-8,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.4,20.3,22.7,20.4,20.3,RADIAL
350-WF-71815-01F01,CML-8,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.4,20.3,22.7,20.4,20.3,RADIAL
50-WF-71944-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,2/01/2016,5.6,6.5,8.4,6.8,5.6,RADIAL
350-WF-71815-01F01,CML-38,CML: Elbow,65,1CG,80,6580,,11/02/2016,8.2,10,9.1,10.9,8.2,RADIAL
80-WS-50811-1LC,CML -8,CML: Elbow,80,1LC,80,8080,,11/06/2015,8.1,10.5,8.6,8,8,RADIAL
350-WF-71815-01F01,CML-38,CML: Elbow,65,1CG,80,6580,,11/02/2016,8.2,10,9.1,10.9,8.2,RADIAL
50-WF-71926-01F01,CML-3,CML: Elbow,40,1CG,160,40160,,3/01/2016,8.4,11.1,10.5,9.8,8.4,RADIAL
350-WF-71815-01F01,CML-60,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.3,8.1,8,9.1,6.3,RADIAL
350-WF-71815-01F01,CML-60,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.3,8.1,8,9.1,6.3,RADIAL
350-WF-71815-01F01,CML-31,CML: Equal Tee,50,1CG,80,5080,,3/09/2015,6.8,8.2,9.3,7,6.8,RADIAL
300-WF-71881-01F01,CML-3,CML: Elbow,300,1CG,80,30080,,14/02/2016,19.4,18.6,19.5,17,17,RADIAL
150-WS-50825-1CG,CML -9,CML: Elbow,200,,80,20080,,10/06/2015,9.3,11.4,8.8,10.4,8.8,RADIAL
150-PW-44806-1LC,CML 2,CML: Elbow,150,1CS,XS,150XS,,14/05/2015,10.7,10.4,8.3,10.7,8.3,RADIAL
100-WF-71914-01F01,CML-21,CML: Elbow,100,1CG,80,10080,,31/12/2015,12.6,11.3,10,10.4,10,RADIAL
100-WF-71858-01F01,CML-18,CML: Elbow,100,01F01,80,10080,,27/02/2016,9.4,9.6,10.7,11.9,9.4,RADIAL
450-WS-50804-1LC,CML -34,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,14,13.7,12.3,15.1,12.3,RADIAL
300-WF-71817-01F01,CML-11,CML: Elbow,80,1CG,80,8080,,14/02/2016,6.9,8.4,9.5,7.4,6.9,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,40,1CG,,40,"No iso on system, cannot confirm nominal wall thickness",7/03/2016,8.2,7,8.5,9.8,7,RADIAL
300-WF-71816-01F01,CML -3,CML: Elbow,300,1LC,XS,300XS,,12/06/2015,18.2,16.8,19.3,17.1,16.8,RADIAL
200-WS-50822-1CG,CML 15,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,15.7,14.9,14,16.7,14,RADIAL
150-PW-44807-1LC,CML 2,CML: Elbow,150,1CS,XS,150XS,,14/05/2015,10.4,10.8,9.6,8.2,8.2,RADIAL
250-CW-33828-1LC,CML 23,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,17.4,18.1,19.3,16.6,16.6,RADIAL
100-FG-45808-1CS,CML 15,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,5.7,5.8,6,7.1,5.7,RADIAL
250-CW-33828-1LC,CML 6,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,14.1,16.4,16,14.4,14.1,RADIAL
40-WF-71968-01F01,CML-1,CML: Elbow,40,01F01,160,40160,,18/02/2016,11.5,9.9,8.8,9.6,8.8,RADIAL
150-DH-56802-1CS,CML -1,CML: Elbow,100,1CS,XS,100XS,,15/06/2015,6.6,8,8.3,7.8,6.6,RADIAL
50-WF-71919-01F01,CML-6,CML: Elbow,40,1CG,160,40160,,30/12/2015,10.4,10.1,8.3,8.3,8.3,RADIAL
80-WS-50811-1LC,CML -5,CML: Elbow,80,1LC,80,8080,,11/06/2015,8.1,10.5,9.4,8.2,8.1,RADIAL
50-WF-71957-01F01,CML-2,CML: Elbow,40,1CG,160,40160,,2/01/2016,8.5,7.5,10.2,9.1,7.5,RADIAL
350-WF-71815-01F01,CML-134,CML: Elbow,200,1CG,80,20080,,11/02/2016,12.3,12.5,12.6,14.7,12.3,RADIAL
250-WS-50817-1CG,CML-3,CML: Elbow,250,1CG,80,25080,,7/06/2015,15,14.5,13.9,12.4,12.4,RADIAL
350-WF-71815-01F01,CML-134,CML: Elbow,200,1CG,80,20080,,11/02/2016,12.3,12.5,12.6,14.7,12.3,RADIAL
250-WF-71819-01F01,CML-4,CML: Elbow,250,01F01,80,25080,,2/03/2016,16.5,14.6,16.1,14.2,14.2,RADIAL
50-WF-71912-01F01,CML-5,CML: Equal Tee,50,1CG,80,5080,,30/12/2015,14.5,14.4,14.9,16.8,14.4,RADIAL
50-WF-71926-01F01,CML-7,CML: Elbow,50,1CG,80,5080,,3/01/2016,6.6,5,7.7,6.7,5,RADIAL
100-WF-71860-01F01,CML-36,CML: Elbow,100,01F01,80,10080,,1/03/2016,9.3,11.1,11.6,11.7,9.3,RADIAL
200-OC-33805-1CS,CML-10,CML: Equal Tee,200,1CS,XS,200XS,,6/10/2015,16.8,15.1,14.1,15.4,14.1,RADIAL
250-WF-71813-01F01,CML-25,CML: Reducing Tee,250,01F01,80,25080,,22/02/2016,17.8,17.8,20.1,18.1,17.8,RADIAL
450-WS-50804-1LC,CML -8,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,14.4,13.2,13.3,11.7,11.7,RADIAL
100-WF-71847-01F01,CML-2,CML: Elbow,100,1CG,80,10080,,17/01/2016,8.5,10.6,9.4,10.9,8.5,RADIAL
80-WF-71830-01F01,CML 16,CML: Elbow,250,1LC,XS,250XS,,17/05/2015,13.7,12.9,13.6,11.3,11.3,RADIAL
100-DH-56509-1CS,CML -6,CML: Fitting,100,1CS,XS,100XS,,15/06/2015,6.9,7.7,6.6,7.6,6.6,RADIAL
100-DH-56509-1CS,CML -6,CML: Fitting,100,1CS,XS,100XS,,15/06/2015,6.9,7.7,6.6,7.6,6.6,RADIAL
100-WF-71827-01F01,CML-41,CML: Equal Tee,50,1CG,80,5080,,3/09/2015,9.7,7,8.2,8.2,7,RADIAL
350-WF-71815-01F01,CML-66,CML: Elbow,400,1CG,80,40080,,11/02/2016,22.6,22.6,21.4,20.3,20.3,RADIAL
350-WF-71815-01F01,CML-66,CML: Elbow,400,1CG,80,40080,,11/02/2016,22.6,22.6,21.4,20.3,20.3,RADIAL
300-WF-71818-01F01,CML-5,CML: Elbow,300,01F01,80,30080,,16/02/2016,20.4,18.1,19.3,18.1,18.1,RADIAL
150-WF-71814-1CG,CML-12,CML: Reducer,150,1CG,80,15080,,15/02/2016,13.5,13.7,15.4,12.8,12.8,RADIAL
40-WF-71890-1CG,CML-8,CML: Elbow,40,1CG,,40,"No iso on system, cannot confirm nominal wall thickness",7/03/2016,9.8,8.4,9.8,11.1,8.4,RADIAL
40-WF-71968-01F01,CML-3,CML: Elbow,40,01F01,160,40160,,18/02/2016,10.6,10.4,8.2,9.4,8.2,RADIAL
50-WF-71937-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,17/01/2016,7.7,9.6,9.2,10.3,7.7,RADIAL
250-PW-44808-1LC,CML 3,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,11.5,14.1,12.5,12.2,11.5,RADIAL
250-PW-44808-1LC,CML 3,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,11.5,14.1,12.5,12.2,11.5,RADIAL
350-WF-71815-01F01,CML-21,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.8,8.9,8.2,9.3,6.8,RADIAL
350-WF-71815-01F01,CML-21,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.8,8.9,8.2,9.3,6.8,RADIAL
350-WF-71815-01F01,CML-90,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.5,20.3,20.4,22.1,19.5,RADIAL
100-WF-71825-1CG,CML-2,CML: Elbow,100,1CG,80,10080,,15/02/2016,10.7,9.1,9.2,11.3,9.1,RADIAL
350-WF-71815-01F01,CML-90,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.5,20.3,20.4,22.1,19.5,RADIAL
80-WF-71823-01F01,CML-8,CML: Equal Tee,80,01F01,80,8080,,16/02/2016,10.6,10,11.7,9.1,9.1,RADIAL
350-WF-71815-01F01,CML -6,CML: Reducing Tee,125,1CS,XS,125XS,,16/06/2015,8.4,10.8,10.3,10.5,8.4,RADIAL
100-WF-71827-01F01,CML-9,CML: Fitting,100,1CG,80,10080,,15/02/2016,11.1,9.1,9.5,11.2,9.1,RADIAL
300-WF-71816-01F01,CML 28,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,18,17.9,20.2,18.3,17.9,RADIAL
150-CW-33847-1LC,CML 7,CML: Equal Tee,250,1LC,XS,250XS,,15/05/2015,11,12,11.5,13.5,11,RADIAL
150-CW-33847-1LC,CML 7,CML: Equal Tee,250,1LC,XS,250XS,,15/05/2015,11,12,11.5,13.5,11,RADIAL
100-WC-40801-1CS,CML-2,CML: Elbow,100,1CS,XS,100XS,,28/08/2015,9.2,9.7,8.6,9,8.6,RADIAL
50-WF-71947-01F01,CML-5,CML: Reducing Tee,50,1CG,80,5080,,18/01/2016,17.4,16.1,14.8,15.7,14.8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CS,40,10040,,2/06/2015,7.1,9.2,9.5,8.4,7.1,RADIAL
300-WF-71817-01F01,CML-2,CML: Equal Tee,300,1CG,80,30080,,14/02/2016,16.4,17.4,17.5,19,16.4,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,100,01F01,80,10080,,1/03/2016,6.9,7.9,9.3,7.2,6.9,RADIAL
100-FG-45809-1CS,CML 8,CML: Pipe Length,100,01C02,XS,100XS,,8/08/2015,5.8,6.4,5.7,5.9,5.7,RADIAL
125-CW-33840-1LC,CML 3,CML: Elbow,125,1LC,XS,125XS,,22/06/2015,10.4,8.7,11.2,10.6,8.7,RADIAL
450-WS-50804-1LC,CML -9,CML: Equal Tee,450,1LC,XS,450XS,,11/06/2015,13,14.9,12.4,13.2,12.4,RADIAL
50-WF-71925-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,16/01/2016,8.2,9.7,8.5,10.5,8.2,RADIAL
80-WF-71830-01F01,CML-3,CML: Reducing Tee,150,1CG,80,15080,,22/02/2016,13.7,14.8,13.5,12.2,12.2,RADIAL
250-CW-33828-1LC,CML 7,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,17,14.9,17.3,16.3,14.9,RADIAL
150-DN-56831-1CG,CML-3,CML: Elbow,150,1CG,40,15040,,26/02/2016,9.2,9.1,7.6,7.5,7.5,RADIAL
350-WF-71815-01F01,CML-7,CML: Elbow,40,1CG,,40,"No iso on system, cannot confirm nominal wall thickness",7/03/2016,8.4,7.8,8.9,10.3,7.8,RADIAL
350-WF-71815-01F01,CML -8,CML: Elbow,65,1CG,80,6580,,10/06/2015,6.1,7,7.4,5,5,RADIAL
300-WF-71880-01F01,CML-5,CML: Elbow,50,1CG,80,5080,,14/02/2016,20,18.1,19.6,20.6,18.1,RADIAL
350-WF-71815-01F01,CML-92,CML: Reducer,350,1CG,80,35080,,11/02/2016,17.9,18.5,18.3,20.3,17.9,RADIAL
350-WF-71815-01F01,CML-92,CML: Reducer,350,1CG,80,35080,,11/02/2016,17.9,18.5,18.3,20.3,17.9,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,150,1CG,40,15040,,26/02/2016,7,8.8,7.8,9.4,7,RADIAL
350-WF-71815-01F01,CML-80,CML: Elbow,50,1CG,80,5080,,11/02/2016,6.5,7.8,7.8,9.1,6.5,RADIAL
250-WS-50817-1CG,CML-5,CML: Reducer,250,1CG,80,25080,,7/06/2015,13.9,14,12.6,11.8,11.8,RADIAL
350-WF-71815-01F01,CML-80,CML: Elbow,50,1CG,80,5080,,11/02/2016,6.5,7.8,7.8,9.1,6.5,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,65,01F01,80,6580,,16/02/2016,8.8,7,7.6,9.3,7,RADIAL
50-WF-71950-01F01,CML-4,CML: Elbow,40,1CG,160,40160,,1/01/2016,7.4,8.3,9.7,9.4,7.4,RADIAL
150-CW-33847-1LC,CML 1,CML: Elbow,125,1LC,XS,125XS,,21/06/2015,10.9,8.6,9.2,10.4,8.6,RADIAL
100-DH-56507-1CS,CML -3,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,6.7,8.6,8.3,8.2,6.7,RADIAL
40-WF-71964-01F01,CML-1,CML: Elbow,40,01F01,160,40160,,18/02/2016,8.9,10.3,7.8,9.5,7.8,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,25,1CG,160,25160,,30/08/2015,4.1,6.6,5.1,5.7,4.1,RADIAL
200-WS-50822-1CG,CML-1,CML: Equal Tee,300,01F01,80,30080,,16/02/2016,15.8,15.7,17.9,15.9,15.7,RADIAL
50-WF-71926-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,3/01/2016,8.4,9.2,10.9,9.3,8.4,RADIAL
500-WS-50801-1LC,CML -6,CML: Reducing Tee,500,1LC,XS,500XS,,11/06/2015,12.9,11,11.8,10.5,10.5,RADIAL
50-WF-71958-01F01,CML-9,CML: Elbow,40,1CG,160,40160,,17/01/2016,8.5,8.8,8.9,10.8,8.5,RADIAL
350-WF-71815-01F01,CML-7,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.4,7.4,8.7,6.6,6.4,RADIAL
40-BS-44827-1CG,CML-4,CML: Elbow,50,1CG,80,5080,,4/09/2015,7.8,9.5,7,8,7,RADIAL
350-WF-71815-01F01,CML-43,CML: Elbow,65,01F01,80,6580,,27/08/2015,8.3,7.9,6.1,6.6,6.1,RADIAL
350-WF-71815-01F01,CML-35,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.8,9.1,8.4,7.3,6.8,RADIAL
350-WF-71815-01F01,CML-35,CML: Elbow,65,1CG,80,6580,,11/02/2016,6.8,9.1,8.4,7.3,6.8,RADIAL
50-WF-71959-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,2/01/2016,8.9,10.1,11.1,9,8.9,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,80,1CS,XS,80XS,,27/06/2015,8.3,9.4,8.9,7,7,RADIAL
200-WF-71804-01F01,CML-4,CML: Fitting,200,01F01,80,20080,,21/02/2016,13.9,12,13.4,14.4,12,RADIAL
350-WF-71815-01F01,CML-52,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.3,6,5,7.5,5,RADIAL
50-DO-62809-1CS,CML-1,CML: Elbow,50,1CS,,50,"No isometric drawing on system, Unable to confirm NWT",31/05/2016,5,5.8,5.6,5,5,RADIAL
350-WF-71815-01F01,CML-8,CML: Fitting,65,01F01,80,6580,,16/02/2016,7.2,9.7,8.3,8.6,7.2,RADIAL
50-WF-71952-01F01,CML-8,CML: Elbow,40,1CG,160,40160,,6/03/2016,9.4,8.1,8.5,10.4,8.1,RADIAL
200-OC-33805-1CS,CML-14,CML: Elbow,200,1CS,XS,200XS,,6/10/2015,13.5,12.5,13.6,15,12.5,RADIAL
200-OC-33801-1CS,CML-5,CML: Equal Tee,200,1CS,XS,200XS,,12/09/2015,17,18.5,17.1,16,16,RADIAL
150-DH-56802-1CS,CML -4,CML: Elbow,100,1CS,XS,100XS,,15/06/2015,6.7,7.9,8.6,8,6.7,RADIAL
100-WF-71827-01F01,CML-11,CML: Elbow,100,1CG,80,10080,,15/02/2016,9.5,10.5,11.8,11.4,9.5,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,65,01F01,80,6580,,16/02/2016,8.6,9.3,8.6,6.9,6.9,RADIAL
100-FG-45808-1CS,CML 7,CML: Pipe Length,100,01C02,XS,100XS,,8/08/2015,5.7,6.3,5.8,6.1,5.7,RADIAL
350-WF-71815-01F01,CML-18,CML: Elbow,65,01F01,80,6580,,27/08/2015,9,8.2,6.6,7.5,6.6,RADIAL
350-WF-71815-01F01,CML-28,CML: Elbow,65,01F01,80,6580,,27/08/2015,8.6,8.6,7.4,9.9,7.4,RADIAL
100-FG-45809-1CS,CML 12,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.2,5.8,6.2,7.4,5.8,RADIAL
350-WF-71815-01F01,CML-27,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.7,19.6,19.5,20.4,19.5,RADIAL
100-FG-45808-1CS,CML 6,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.7,5.8,6.5,7.2,5.8,RADIAL
350-WF-71815-01F01,CML-27,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.7,19.6,19.5,20.4,19.5,RADIAL
50-WF-71934-01F01,CML-4,CML: Elbow,40,1CG,160,40160,,16/01/2016,7.8,9.7,8.9,10.1,7.8,RADIAL
50-WZ-53804-1CG,CML-4,CML: Elbow,50,1CG,80,5080,,7/05/2016,5.6,7.5,7.8,6.4,5.6,RADIAL
100-WF-71860-01F01,CML-39,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.5,9.8,12.2,10.6,9.8,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,50,01F01,80,5080,,28/02/2016,6,7.4,6.8,8.4,6,RADIAL
150-WS-50818-1CG,CML -7,CML: Elbow,100,1CG,80,10080,,13/06/2015,5.9,6.7,7.8,8.1,5.9,RADIAL
350-WF-71815-01F01,CML-188,CML: Elbow,350,1CG,80,35080,,11/02/2016,17.6,19.4,19.4,19.9,17.6,RADIAL
350-WF-71815-01F01,CML-188,CML: Elbow,350,1CG,80,35080,,11/02/2016,17.6,19.4,19.4,19.9,17.6,RADIAL
100-WF-71827-01F01,CML-38,CML: Elbow,100,01F01,80,10080,,1/03/2016,9.8,10.5,10.2,12.1,9.8,RADIAL
150-CW-33847-1LC,CML-10,CML: Pipe Length,500,1CS,XS,500XS,Nominal diameter actually 550,28/09/2015,11,10.3,11.2,12.7,10.3,RADIAL
250-WF-71811-1CG,CML-3,CML: Elbow,250,1CG,80,25080,,6/03/2016,17.5,15.9,15.6,15.2,15.2,RADIAL
50-WF-71921-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,1/01/2016,8.2,10.1,10.4,9.1,8.2,RADIAL
125-WS-50833-1CG,CML-9,CML: Elbow,125,1CG,80,12580,,8/06/2015,11.2,10.1,10.5,8.8,8.8,RADIAL
150-CW-33846-1LC,CML-5,CML: Elbow,150,1LC,XS,150XS,,10/09/2015,10.8,12.8,11.6,12.9,10.8,RADIAL
250-WS-50836-1CG,CML-14,CML: Elbow,125,1CG,80,12580,,8/06/2015,11.4,11,9.1,10.6,9.1,RADIAL
350-WF-71815-01F01,CML-53,CML: Equal Tee,50,1CG,80,5080,,3/09/2015,7,8,9.4,7.8,7,RADIAL
550-OC-33802-1LC,CML-1,CML: Equal Tee,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,17.7,20,18.2,18.3,17.7,RADIAL
100-WF-71827-01F01,CML-26,CML: Fitting,100,1CG,80,10080,,15/02/2016,9,10.8,8.6,8.9,8.6,RADIAL
150-CW-33846-1LC,CML 3,CML: Elbow,150,1CS,XS,150XS,,14/05/2015,10.8,10.6,8.8,9.2,8.8,RADIAL
50-WF-71956-01F01,CML-4,CML: Elbow,40,1CG,160,40160,,2/01/2016,10.8,9.3,8.8,8.6,8.6,RADIAL
300-WS-50805-1LC,CML -3,CML: Elbow,300,1LC,XS,300XS,,12/06/2015,14.2,13.4,12.5,14.8,12.5,RADIAL
450-WS-50804-1LC,CML -29,CML: Equal Tee,450,1LC,XS,450XS,,11/06/2015,12.4,12.8,14.6,12.7,12.4,RADIAL
150-CW-33847-1LC,CML-3,CML: Fitting,200,01F01,80,20080,,21/02/2016,10.9,11.2,12.6,12.9,10.9,RADIAL
100-WF-71860-01F01,CML-46,CML: Elbow,100,01F01,80,10080,,1/03/2016,11.2,9.8,10.8,12.2,9.8,RADIAL
200-WF-71821-1CG,CML-4,CML: Elbow,300,1CG,80,30080,,23/02/2016,19.8,18.4,20.8,19.4,18.4,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,6/05/2016,5.1,6.5,7.5,6.1,5.1,RADIAL
350-WF-71815-01F01,CML-57,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.9,21.5,19.4,21.5,19.4,RADIAL
350-WF-71815-01F01,CML-57,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.9,21.5,19.4,21.5,19.4,RADIAL
50-WF-71927-01F01,CML-5,CML: Elbow,50,1CG,80,5080,,3/01/2016,6.4,5.8,6.4,8.1,5.8,RADIAL
65-WS-50809-1CG,CML -2,CML: Equal Tee,65,1CG,80,6580,,13/06/2015,10.8,11.6,12.9,10.8,10.8,RADIAL
40-WF-71890-1CG,CML-1,CML: Elbow,40,1CG,,40,"No iso on system, cannot confirm nominal wall thickness",7/03/2016,10,8.6,9.8,11,8.6,RADIAL
150-CW-33847-1LC,CML 2,CML: Elbow,125,1LC,XS,125XS,,23/06/2015,10.1,9.4,8,10.1,8,RADIAL
150-CW-33847-1LC,CML 7,CML: Elbow,125,1LC,XS,125XS,,23/06/2015,10.1,9.4,8,10.1,8,RADIAL
150-DS-66802-1CG,CML-1,CML: Elbow,150,1CG,80,15080,,5/05/2016,14.2,14.4,12.3,14.2,12.3,RADIAL
25-WF-71893-01F01,CML-5,CML: Elbow,25,1CG,160,25160,,2/03/2016,7.4,7.6,7.6,9.5,7.4,RADIAL
350-WF-71815-01F01,CML 10,CML: Elbow,100,1LC,XS,100XS,,25/06/2015,8.8,8.7,10.4,10.5,8.7,RADIAL
350-WF-71815-01F01,CML-2,CML: Fitting,65,01F01,80,6580,,16/02/2016,7.5,9.6,9.4,8.3,7.5,RADIAL
50-WF-71937-01F01,CML-3,CML: Elbow,40,1CG,160,40160,,17/01/2016,8,9.3,9.3,10.4,8,RADIAL
50-WF-71942-01F01,CML-3,CML: Elbow,40,1CG,160,40160,,2/01/2016,10.2,8.9,7.8,8.9,7.8,RADIAL
50-WF-71950-01F01,CML-5,CML: Elbow,40,1CG,160,40160,,1/01/2016,10.3,8.6,8.1,8.5,8.1,RADIAL
